artists,track_name
Xamã;Bagua Records;Luccas Carlos,Uma Linda Mulher
3030,Expectativas
BK;Sain,Castelos & Ruínas
Charlie Brown Jr.,Zoio De Lula - Ao Vivo
UCLÃ;Sueth;Shoy;Mc IG,Rico E Bem Novin
Onze:20,Não Vai Voltar
Isaias Saad,Sua Presença - Ao Vivo
Bruno Martini;David Hodges,Bring Me To Life
Antônio Carlos Jobim,Look To The Sky
Racionais MC's,Mágico de Oz
Jefferson & Suellen,Vem Me Buscar - Ao Vivo
Luma Elpidio,Venho a Ti
Isaias Saad;Theo Rubia,Eu Amo a Tua Glória - Ao Vivo
Rebeca Carvalho;Gabriela Rocha,Até te Encontrar - Ao Vivo
Weslei Santos,O Que Meu Deus Vai Fazer
Jota Quest,Fácil - Acústico
Maneva,Porta Do Teu Prédio
Isaias Saad;LUDI,Seu Amor / Diante da Cruz
Davi Sacer,Foi Deus
Marcelo Markes;Sarah Beatriz,Redentor
Fernanda Brum,O Que Sua Glória Fez Comigo
Detonautas Roque Clube,Outro Lugar
Aline Barros,Deus do Impossível (Ao Vivo em Mojave Desert)
Antônio Carlos Jobim,Neptune's Hep Tune
Antônio Carlos Jobim,Triste
Zé Ramalho;Paulinho Moska,Chão de Giz
Walmir Alencar,Em Teu Altar
Jefferson & Suellen,Labareda - Ao Vivo
Antônio Carlos Jobim,Favela
Delino Marçal;Midian Lima,Você Não Imagina
Antônio Carlos Jobim;Frank Sinatra,The Girl From Ipanema
Padre Fábio De Melo;Celina Borges,Nas Asas do Senhor (feat. Celina Borges)
Antônio Carlos Jobim;Herbie Mann;João Gilberto,Bolinha de papel
Isaias Saad;John Dias,Águas Purificadoras/Oceanos - Ao Vivo
Nelsinho Corrêa;Ana Lúcia,Sacramento da Comunhão (Ao Vivo)
Frei Gilson,Acalma Minha Tempestade
Valesca Mayssa,Árvore Cortada
Gabriel Brito,Eu Não Sou Mais Órfão - Acústico
Gabriel Brito,Não Adoro por Sinais
Aline Barros,Consagração / Louvor ao Rei
Nando Reis,Me diga
Padre Fábio De Melo,Tudo Posso
Gabriel Guedes de Almeida,Todos Os Meus Dias - Ao Vivo
O Rappa,A feira
Nando Reis,Cegos do castelo
Ministério Apascentar de Nova Iguaçu,Deus do Impossível
Sotam;Rob;enzo dicarlo,de volta ao início
Fabio Brazza;Péricles,Só Uma Noite
Froid;Cynthia Luz,"Lamentável, Pt. III"
Charlie Brown Jr.,Só Por Uma Noite - Ao Vivo
Sotam;JOTA,CRUPIÊ
Zarastruta;DJ Cost,"Crônicas de Um Babaca, Vol. 1"
BK;JXNV$,O Próximo Nascer do Sol
BK;El Lif Beatz,Sigo na Sombra
Racionais MC's,Mil Faces de um Homem Leal (Marighella)
Ministério Adoração e Vida,Hoje Livre Sou
Yago Oproprio;Patricio Sid,Comunista Elegante
Casa Worship;Léo Brandão;Julliany Souza,Fumaça (Ao Vivo)
Oriente;Ferrugem,Luz da Lua
Casa Worship;Julliany Souza,Seu Amor Me Persegue (Studio)
Anderson Freire;Midian Lima,"Aguente, Guerreiro"
Isadora Pompeo,Seja Forte
Tim Maia,Se eu lembro faz doer
Marcelo Falcão,Senhor fazei de mim (Um instrumento de tua paz)
Pato Fu,Sobre o Tempo
Tim Maia,Acenda o farol
Cassiane,Vou Deixar na Cruz
Vida Reluz,Como És Lindo - Ao Vivo
Fresno,Desde Quando Você Se Foi
O Rappa,Pescador de ilusões - Ao vivo acústico
Marcelo Markes;Juliano Son,Tu És Fiel
Frejat,Amor pra recomeçar
Padre Marcelo Rossi,Pai Nosso - Ao Vivo
Lukas Agustinho,Em Teus Braços - Acústico
Cassiane,Com Muito Louvor
Nívea Soares,Eu Vou Construir
Samuel Messias,Eu Não Perdi o Controle (Ao Vivo)
Diante do Trono,Aclame ao Senhor - Ao Vivo
Alessandra Salles;Eros Biondini,Nas Asas do Senhor
Aline Barros,Jeová Jireh
Projota,Oh Meu Deus
Fernandinho,Teus Sonhos - Ao Vivo
Colo de Deus,Acaso Não Sabeis - Ao Vivo
Valesca Mayssa;Stella Laura,Dias de Guerra
Comunidade Evangélica de Maringá,Descansarei
Kellen Byanca,Pode Dormir Tranquilo
Ministério Adoração e Vida,Hoje Livre Sou - Ao Vivo
Legião Urbana,O Teatro Dos Vampiros - Ao Vivo Em São Paulo / 1999
Frei Gilson,Eu Te Levantarei
Nani Azevedo,Adorador por Excelência
Tim Maia,Vê se decide
Padre Fábio De Melo,Tudo é do Pai - ao vivo
Nívea Soares,Que Se Abram os Céus - Ao Vivo
Lulu Santos,Um certo alguém
Lulu Santos,Tudo azul
Jefferson & Suellen,Saudade de casa - Ao Vivo
Mandragora,Codeine
Dubdogz;Bhaskar,Infinity - Dubdogz & Bhaskar Edit
Sotam,Bola Outro
Trilha Sonora do Gueto,Favela Sinistra
UCLÃ;Major RD;Sos,Bola de Haxixe
Charlie Brown Jr.,O Preço - Ao Vivo
Sant;LP Beatzz;Costa Gold,5AM
Lukas Agustinho,O Escudo + Sou Um Milagre - Ao Vivo
Jessé Aguiar;Misaias Oliveira,Estações
Marcelo Falcão,Mais leve que o ar
SNJ,Pensamentos
Cat Dealers;Lukas Vane;Elise LeGrow,Hey Hey (Heard You Say)
Bruna Karla,Deus Está Cuidando de Você
Charlie Brown Jr.,Vícios E Virtudes - Ao Vivo
Jeyzer Maia,"Espírito, Enche a Minha Vida"
Os Paralamas Do Sucesso,Tendo A Lua - Ao Vivo
Nívea Soares;Isaias Saad,Só Existe Um Lugar - Ao Vivo
Davidson Silva,Amar-Te Mais
Midian Lima,Sou Teu Deus
Jota Quest,Amor Maior - Acústico
Detonautas Roque Clube,Um Cara de Sorte
Kleber Lucas,Deus Forte
Central 3;Gabriela Maganete;Rapha Gonçalves,Para Ti Eu Vou - Ao Vivo
Major RD;Rock Danger;Raffé;El Lif Beatz,Carro Bicho 2
Midian Lima,Soldado Ferido
O Rappa,Rodo cotidiano - Ao vivo
Agnus Dei,Podes Reinar
Maneva,Outro Alguém
Sarah Farias,Deixa Eu Te Usar - Ao Vivo
Mari Borges;Sarah Beatriz,Outro Na Fornalha (Another In The Fire) - Ao Vivo
Gerson Rufino,Vai Passar
Tihuana,Pula
Gabi Sampaio;Nívea Soares,Teu Toque - Ao Vivo
Leandro Borges,Fica Tudo Bem - Ao Vivo
Um Barril de Rap,Carteira de Habilitação
Cristina Máximo,Ninguém Te Ama Como Eu
Padre Fábio De Melo,Diante do Rei
Papas Da Língua,Blusinha Branca
Vida Reluz,Diante do Rei
Fernandinho;Paula Santos,Nada Além do Sangue - Acústico
Rebeca Carvalho;Gabriel Guedes de Almeida,Adorarei - Ao Vivo
Jozyanne,Teus Olhos Revelam - Ao Vivo
Eyshila,Fiel a Mim
Matanza,Eu Não Gosto de Ninguém
Padre Marcelo Rossi,Ninguém Te Ama Como Eu / Basta Querer / Não Dá Mais pra Voltar - Ao Vivo
Aline Barros,Primeiro Amor
Frei Gilson,Tu És o Centro (Ao Vivo)
Ministério Adoração e Vida,O Céu Se Abre - Ao Vivo
Paulo Ricardo,Tudo Por Nada
Gabriel Brito,Aprender Com a Vida
Marcelo D2;Claudia,Desabafo / Deixa Eu Dizer
KVSH;Schillist,Sicko Drop
Sant;Stau,O Que Separa os Homens dos Meninos
Felp 22;Medellin;Sueth,Paranoia
Maneva,Deixe-Me Ir / Tem Café - Ao Vivo
Zarastruta;Jean Tassy;Patricio Sid;Don,Nômade VII
Major RD;Bagua Records;Neo Beats,Fake Love Song
O Rappa,Em busca do porrão - Versão 2
Maneva,Não Vá Dizer Que Não
Froid;Alaska,Kyoto
Jopin;Saulo,Amor Pra Recomeçar
Flora Matos,FINGE QUE ME ODEIA
ConeCrewDiretoria,O Mundo Deu Voltas
Os Paralamas Do Sucesso,Caleidoscópio - Ao Vivo
Marcelo Falcão;Cynthia Luz,Sexta-Feira
Fabio Brazza;Nocivo Shomon;Jhony Mc;Krawk;Max Bo;Alves;Sid,R.U.A 12 Batalha de Vida
Nívea Soares;Gabriela Rocha,Vem - Ao Vivo
Maneva,Tão Simples
O Rappa,Na horda - Ao vivo
Thiago Ramalho,Quando Te Vejo
Major RD;Rock Danger;Azzy;Baratapai,60K - Remix
Charlie Brown Jr.,Tudo Que Ela Gosta De Escutar
Raul Seixas,Aluga-Se
Theo Rubia,Um Milhão de Anos
Scracho,Morena
Gabriela Gomes,Vinde A Mim
Nenhum De Nós,Amanhã ou Depois
Midian Lima,Vai Ter Vida Aí
Maneva,Apelido Carinhoso / Cigana - Ao Vivo
NX Zero,Pela Última Vez
Sued Silva,Foi a Mão de Deus
Racionais MC's,Qual Mentira Vou Acreditar
Raul Seixas,Cowboy Fora Da Lei
Tianastacia,Conto De Fraldas
Fredy Miller,Minha Alma Anseia por Ti
Zé Ramalho,Chão de Giz
Casa Worship;Julliany Souza,Seu Amor Me Persegue (Ao Vivo)
Sabotage;Helião;Cascão;DJ Cia,Na Zona Sul
Maneva,Promete
Racionais MC's;DJ Cia,Preto Zica
Padre Fábio De Melo,Humano Amor de Deus
Nando Reis;Cachorro Grande,Por Onde Andei - Ao Vivo
Rose Nascimento,No Silêncio
Paula Toller,Meu Amor Se Mudou pra Lua - Ao Vivo
Voz da Verdade,Sou um Milagre
Engenheiros Do Hawaii,Toda Forma De Poder
Aline Barros,Jeová Jireh
Régis Danese,Família - Ao Vivo
Padre Fábio De Melo,Te Desejo Vida
Aline Barros,Rendido Estou (Arms Open Wide)
Maquiny;Orochi,Goles Perdidos
Makalister;BK;Menestrel;Djonga;Sant;JXNV$;Pineapple StormTv;Slim Beat,Poetas no Topo 1
BK;El Lif Beatz,Titãs
Yung Buda,Digimon
ConeCrewDiretoria,A Boa
Don L,enquanto recomeça
Azzy,Privê
Yung Buda;BDK,Safezone
Padre Marcelo Rossi,Faz um milagre em mim
BRAZA,Qual É o Rosto de Deus?
Padre Marcos,Sou Um Milagre - Live
Fernandinho,Tudo é Possível - Ao Vivo
Nando Reis;Andrea Martins,Luz Dos Olhos - Ao Vivo Em São Paulo / 2007
ConeCrewDiretoria,Relíquia
Black Alien,Mister Niterói
Maneva,O Destino Não Quis - Ao Vivo Em São Paulo
O Rappa;Maria Rita / 1134893,Rodo cotidiano (Participação especial Maria Rita) - Ao vivo acústico
Rosa de Saron,Te Louvo em Verdade (Acústico) - Ao Vivo
Detonautas Roque Clube,O Amanhã
Dalsin;Alaska;Gioprod,Parabellum
Armandinho,Nesses Olhos - Ao Vivo
Leoni;Dinho Ouro Preto,Garotos Ii (O Outro Lado) - Ao Vivo
Legião Urbana,Geração Coca-Cola
Criolo,Pretos Ganhando Dinheiro Incomoda Demais
Gerson Rufino,Dia de Sol
Hevo 84,Passos Escuros
Sabotage;Negra Li,No Brooklin
ADL;Sant;Raillow;Froid,Favela Vive
Nívea Soares,Este é o Som da Tua Noiva | Eu Só Quero Te Amar
Fabiana Sinfrônio,Tempo de Cantar
Armandinho,Onda do Arraial - Ao Vivo
Marcelo Falcão,Quando você olhar pra mim - Acústico
Leandro Borges,Cuida - Ao Vivo
Capital Inicial;Seu Jorge,À Sua Maneira (De Música Ligera) (feat. Seu Jorge) - Ao Vivo
Maneva,Respostas
Eli Soares,Aos Pés Da Cruz - Ao Vivo
Padre Zeca,Porque Ele Vive
Nando Reis,Pra Você Guardei o Amor - Ao Vivo
Racionais MC's,Eu Compro
Camisa de Vênus,Eu Não Matei Joana d'Arc
Discopraise,Ouvir o Teu Falar
Ministério Adoração e Vida,Em Teu Altar - Ao Vivo
Central 3,Para Ti Eu Vou (Ao Vivo)
Pedro Henrique,Descendência
Sarah Farias,Só Quem Tem Raiz
Kid Abelha,Teletema
Kid Abelha,"Na rua, na chuva, na fazenda (Casinha de sapé)"
Kid Abelha,Alice (Não me escreva aquela carta de amor)
Raimundos;Érica Martins,A mais pedida
Kid Abelha,Lágrimas e chuva
Xamã;Bagua Records;Neo Beats,Um Drink no Inferno
A Família,Castelo de Madeira
Froid;Cynthia Luz,No Mundo da Lua / Abraço
3030;Lauana Prado,Refém
Oficina G3,João
BK;Baco Exu do Blues;Luccas Carlos;Nave,Vivos
Puro Suco;BEATDOMK,Bom dia Vietnã 2
Murica;BEATDOMK,Fome
Colo de Deus,Desperta - Ao Vivo
Isaias Saad,Eu Também (100 Bilhões X)
Sarah Beatriz,Canta
Fernandinho,Vento Impetuoso - Ao Vivo
Lulu Santos,Assim Caminha a Humanidade
PG,Quem Sou Eu?
Isadora Pompeo,Toca em Mim de Novo - Ao Vivo
Maneva,Tô De Pé - Acústico
Leandro Borges;Vanilda Bordieri,Cresça
Vida Reluz,Como És Lindo
Realidade Cruel,O Resgate
David Quinlan;Heloisa Rosa,Abraça-Me - Ao Vivo em BH
Gabriel Guedes de Almeida,Te Desejamos - Ao Vivo
Astrud Gilberto,Day By Day
Planet Hemp,Ex-Quadrilha da Fumaça
Biquini Cavadão,Janaína
Gabriel Guedes de Almeida;Gabriela Rocha,Ele Vem - Ao Vivo
Aline Barros,Autor da Vida
Maneva,Vida Eu Gosto De Você
Walmir Alencar,Ao Partir o Pão
Oficina G3,Descanso
Maneva;MC Hariel,Banco De Areia
Adhemar De Campos;Nívea Soares,Grande é o Senhor - Acústico Ao Vivo
Gerson Rufino,Eu Vou Vencer
Pouca Vogal,Refrão de Bolero (Ao Vivo)
David Quinlan,Abraça-me / Lindo És / Só Quero Ver Você
Soraya Moraes,Cadeias Quebrar (Break Every Chain)
Frei Gilson,Colo de Mãe (Ao Vivo)
Eyshila,Casa de Bênção
Padre Zezinho,Pelos Prados e Campinas Salmo 22
Renato Russo;Erasmo Carlos,A Carta
Legião Urbana,A Dança
Gabriel Brito,Incomparável Amor
Padre Marcelo Rossi,Anjos De Deus - Ao Vivo
Thiago Brado,Verdades Do Tempo
Legião Urbana,Soldados
Titãs,Família
Titãs,Não vou me adaptar
Raimundos,Reggae do Manero - Ao Vivo | Acústico
Israel Salazar,Tudo O Que Me Prometeu
Amanda Ferrari,O Relógio de Deus
Titãs,Domingo
HAWK.;Reznikov;Alex Albino,Beggin' - Remix
Projota,Acabou - Ao Vivo
Xamã;Jailhouse;Neo Beats,Malvadão 2
Charlie Brown Jr.,Tudo Pro Alto - Ao Vivo
3030,Luz em Todo Morro - Acústico
Xamã;Mano fler;Tiankris,Seu Rei
MC Igu,STU
Ponto De Equilíbrio;Tati Portella,Mais Amor
Pregador Luo;Trazendo a Arca,Já Posso Suportar
3030;Rael,Fé
Charlie Brown Jr.,Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo
Charlie Brown Jr.,Pontes Indestrutíveis
Charlie Brown Jr.,Aquela Paz
ConeCrewDiretoria,O Mundo Dá Voltas
ConeCrewDiretoria,Sem a Planta
Criolo,Lion Man
Black Alien,Na Segunda Vinda
Deise do Vale,Ele É Deus
Suellen Brum,O Processo
Charlie Brown Jr.,Proibida Pra Mim (Grazon) - Ao Vivo
Elizeu Alves,Furioso Amor
Anderson Freire,Transformação
Alugiana,Santifica
Racionais MC's,Negro Drama - Ao Vivo
Detonautas Roque Clube,Por Onde Você Anda?
Maneva,Cores Do Universo
Isaias Saad;Isadora Pompeo,Bem Perto - Ao Vivo
Padre Zeca,Pao Da Vida
Eyshila;Weslei Santos,Mais Que Uma Voz
Walmir Alencar,Abraço de Pai
Legião Urbana,Perdidos No Espaço
Juliano Son,Vai Valer a Pena - Ao Vivo
Racionais MC's;DJ Cia,Quanto Vale o Show
Canção & Louvor,Calmaria
Detonautas Roque Clube,Inferno são os outros
Maneva,Sereia
Rose Nascimento,Jó
Cássia Eller,O Meu Mundo Ficaria Completo (Com Você)
Lauriete,Palavras
Danielle Cristina,Fidelidade
Frei Gilson,Eu Te Levantarei (Ao Vivo)
Weslei Santos,O Seu Amor por Mim - Ao Vivo
Elis Regina,Corcovado
Renascer Praise,Eu Me Rendo
Marcelo Aguiar,Me dá o Poder de Filho
Elis Regina,Como Nossos Pais
Gerson Rufino,Me Perdoe
Marcus Salles,Estamos de Pé - Ao Vivo
Elis Regina,Beguine dodói
Rose Nascimento,Simplesmente Sobrenatural
Charlie Brown Jr.,Céu Azul
509-E;Dexter;Afro-X,Saudades Mil
Fabio Brazza;Atentado Napalm,Pangeia
Jamily,Tempo de Vencer
Felp 22;JP Diazz;Medellin,Ouro Rosé
Major RD;Bagua Records;Gooba,Pogba - Remix
Xamã;Bagua Records;Neo Beats,Virgem
UCLÃ;Sueth;Raffé,Faz Render
Xamã;Bagua Records;Gustah;Irineu Barsé,Avareza (Santa Maria) - Acústico
Criolo,Sucrilhos
Charlie Brown Jr.,Tudo Que Ela Gosta De Escutar - Ao Vivo
Diante do Trono;Ana Paula Valadão,Canção do Apocalipse - Ao Vivo
Natiruts;Jacob Hemphill,Exército da Paz (Peace Army)
Elaine Martins,Santificação
Padre Agnaldo José,A Ti Meu Deus
Stella Laura;Valesca Mayssa,Preciso Confiar
Nando Reis;Ana Vilela,Laços
Cynthia Luz;Pedro Lotto;Froid,Deixa Ela
Delino Marçal;Bruna Karla,Melhor Amigo
Charlie Brown Jr.;Marcelo Nova,Hoje - Ao Vivo
Sued Silva,Onde Está Sua Fé?
AO Cubo,1980 - Acústico
Sepultura,Arise
Astúlio Nunes,Tu Te Abeiraste da Praia - A Barca
Marquinhos Gomes,Senhor da Terra
Oficina G3,Meus Próprios Meios
Ministério Vineyard,Me Derramar
Israel Salazar;André Aquino,Aviva-Nos - Ao Vivo
Dazaranha,Fé Menina
Samuel Messias;Sarah Farias,Os Planos de Deus (Ao Vivo)
Padre Zeca,"Senhor,Que Vieste Salvar..."
Os Paralamas Do Sucesso;Pitty,Tendo A Lua - Ao Vivo
Weslei Santos,Me Deixe Aqui
Cynthia Luz;Projota,Como Deus Quiser
Voz da Verdade,Pra Que
André e Felipe;Rebeca Carvalho,Meu Herói
Armandinho,A Ilha - Ao Vivo
Legião Urbana,Vinte E Nove
Maneva,Inevitavelmente
Rose Nascimento,Deus Está Contigo
Vera Loca,Borracho y Loco (Lamento Boliviano) - Ao Vivo
Legião Urbana,Baader-Meinhof Blues
Rosa de Saron,Do Alto da Pedra
Cidade Negra,Pensamento (Acústico)
Gerson Rufino,Vem Cear Comigo
Matanza,Bom É Quando Faz Mal
Pedra Leticia,Como Que Ocê Pôde Abandoná Eu?
Sepultura,Roots Bloody Roots
Barão Vermelho,Maior abandonado (Ao Vivo) - Live
Zé Ramalho,Entre a Serpente e a Estrela (Amarillo By Money)
Mandragora,Galactic Symphony
Froid;Nagalli,Baila
Edu Ribeiro,De Mais Ninguém
Konai,Te Trago pra Perto de Mim
UCLÃ;Sueth;Real G;Sos;Duzz;Peunubeat,Ouro Rosé
BK;Nave;El Lif Beatz,Deus do Furdunço
Don L,"Morra Bem, Viva Rápido"
509-E;Dexter;Afro-X,Saudades Mil
Ponto De Equilíbrio;Gabriel O Pensador,Nossa Música
Vitor Kley,Ainda Bem Que Chegou - Acoustic Version
Rap Box;Fabio Brazza;Léo Casa 1;Gigante No Mic;Mano Fler;Zeus,A Divina Comédia 2
Eliana Ribeiro;Monsenhor Jonas Abib,Estás Entre Nós (feat. Monsenhor Jonas Abib)
Forfun,Sol Ou Chuva
Charlie Brown Jr.,Tudo Pro Alto
Sabotage;Chorão,Cantando pro Santo
MISAEL,Longe do Fim
Gabriel O Pensador,Linhas Tortas
Marquinhos Gomes,Ele Não Desiste de Você - Ao Vivo
Charlie Brown Jr.,O Coro Vai Come - Ao Vivo
Damares,A Batalha do Arcanjo
Damares;Canção & Louvor,O Leão
NX Zero,Hoje O Céu Abriu
MV Bill,Soldado do Morro
Vida Reluz,Perfeito É Quem Te Criou
Maneva,Deixe-Me Ir / Tem Café - Ao Vivo
Kiara Vitória,Despreocupa
Nação Zumbi,Novas Auroras
Fresno,Alguém Que Te Faz Sorrir
Israel Salazar;Gabriel Guedes de Almeida,Canção Ao Cordeiro - Ao Vivo
Os Paralamas Do Sucesso,Lourinha Bombril
Camila Holanda,Regaço Acolhedor
Tony Allysson,Poderoso Deus
Humberto Gessinger,De Fé - Ao Vivo
Aurelina Dourado,Tá na Mão de Deus
Maneva,Olha O Sol
Zeca Baleiro,Proibida Pra Mim
Armandinho;Vitor Isensee,Eu Sou do Mar - Ao Vivo
Marcos Antônio,Pai
Sabotage;Sombra;Bastardo,Cocaína
David Quinlan,Abra os Olhos do Meu Coração - Ao Vivo em Curitiba
Thiago Brado;Frei Gilson,Ao Monte
Kiara Vitória,Despreocupa
Ministério Adoração e Vida,Gratidão - Ao Vivo
Barão Vermelho,O tempo não para
ADL;BK;MV Bill;Funkero,Favela Vive 2
Ana Gabriela,Tua Presença Cura
Ultraje a Rigor,Nós Vamos Invadir Sua Praia
Comunidade Evangélica Internacional da Zona Sul,Rompendo em Fé
Legião Urbana,Petróleo Do Futuro
Ministério Sarando a Terra Ferida,Deus do Secreto
Choice;Xamã,Nicole
Dubdogz;Liu;Dubdisko,Dancing
Thalles Roberto,Pai Eu Não Confio em Mim
BK;JXNV$;Juyè;Luccas Carlos,Antes dos Gigantes Chegarem
BK;JXNV$;Mayra Andrade,Paraíso Que Me Cerca
Rappin' Hood;Caetano Veloso,Rap du Bom Parte II - Mús. Incid.: Odara
3030,Obrigado Vida - Acústico
Xamã;Bagua Records;Portugal No Beat;Xavi,Peixes
Leonardo Gonçalves;Kemuel,comigo
3030,Dentro De Um Instante
O Rappa,Uma vida só - Ao vivo
Don L;Mateus Fazeno Rock,vila rica
Edi Rock;Bagua Records;Alexandre Carlo;Marcelo Falcão,Abram-se os Caminhos
Yago Oproprio;Skeeter Beats,Questão de Tempo
Costa Gold;Wentz,Alameda Weed
Diante do Trono;Ana Paula Valadão,Águas Purificadoras - Ao Vivo
Tony Allysson,Filho de Davi
Comunidade Católica Shalom,Belíssimo Esposo
Colo de Deus,Casa
Colo de Deus,Eis-Me Aqui
Charlie Brown Jr.;RZO,A Banca (Ratatá É Bicho Solto) - Ao Vivo
Marquinhos Gomes,Não vou duvidar
O Rappa,Vários holofotes - Ao vivo
Nando Reis,Só Posso Dizer (São Paulo)
Kuase Nada,De Borest
Charlie Brown Jr.,Quinta-Feira
Nação Zumbi;Marisa Monte,A Melhor Hora da Praia
Mato Seco,Caminho da Luz
Pitty,Pulsos - Ao Vivo
Natiruts,Leve Com Você - Ao Vivo
Gabriela Rocha,"Oh, Quão Lindo esse nome é / Só Tu és Santo / Pra Te adorar - Live 2020"
Marcelo Markes,Melhor Lugar: Sessão Acústica
Paulo Cesar Baruk;Leonardo Gonçalves,Santo Espírito (Holy Spirit) (feat. Leonardo Gonçalves) - Ao Vivo
Esther Marcos;Marcelo Markes,Bom Bom Pai
Leandro Borges,Era Deus - Ao Vivo
Detonautas Roque Clube,Quando o sol se for
Los Hermanos,Anna Júlia - Ao Vivo
Jhonas Serra,Tu És a Fogueira - Ao Vivo
Gisele Nascimento,Minha História
Aline Barros,Guarda Tua Fé (Ao Vivo Em Los Angeles)
Trazendo a Arca,Faz Chover - Ao Vivo
Padre Zeca,"Vem, Espirito"
Kellen Byanca;Kiara Vitória,Ele Não Mudou
Matanza,Meio Psicopata
Adhemar De Campos;Orquestra Filarmônica de São Caetano do Sul,Ele É Exaltado - Acústico Ao Vivo
Renascer Praise,Eu me Rendo
Chico Science;Nação Zumbi,A Cidade
Eli Soares;Álvaro Tito,Não Há Barreiras - Ao Vivo
Rosa de Saron;Leonardo Gonçalves,Sobre a Dúvida
Maneva,Minha Tristeza
KVSH;Schillist;Ray X Ben,Be Someone
Krmoni,She Doesn't Mind
Knust;Luiz Lins;CMK,Perder o Interesse
Dalsin;ALASKA,Deus de Cerâmica
Xamã;Bagua Records;Neo Beats,De Novo
Don L,a todo vapor
UCLÃ;Peunubeat;Sueth;Duzz;Sobs,Ouro Rosé II
Fernanda Brum,Cura-me
Kawe;KayBlack;Vulgo FK;Lucas Lucco;OTRAFITTA;Pedro Lotto,Cabelo Rapunzel
Lulu Santos,O último romântico
Clarice Falcão,Banho de Piscina
Dow Raiz;Lino Krizz,Melhor Que Ontem
Flora Matos,Sonhos Gangsta
Froid,Sk8 do Matheus
Maneva,Mundo Novo
Rodrigo Azevedo;Fernandinho,Volta Logo Jesus
Forfun,Hidropônica
Coruja Bc1,Auxílio Emergencial do Rap
Midian Lima,Prioridade
Tim Maia,"Você E Eu, Eu E Você (Juntinhos)"
Maneva,Lembranças (Ao Vivo)
Charlie Brown Jr.,Quinta-Feira - Ao Vivo
O Rappa,Monstro invisível - Ao vivo
Central 3;André Aquino,Tudo a Ver Com Ele - Ao Vivo
Klebson Kollins,Vem Neste Lugar - Ao Vivo
Lukas Agustinho,Redentor - Ao Vivo
Cássia Eller,1º De Julho - Ao Vivo
Isadora Pompeo,Primeira Canção (Música dos Passarinhos)
